"id","Количество.комнат","Студия","Общая.площадь","Этаж","Этажей.в.доме","Парковка","Цена","Без.ремонта","Дизайнерский","Евроремонт","Косметический","Балкон","Лоджия","Совмещенный.санузел","Раздельный.санузел","Лифт","Грузовой.лифт","Мусоропровод","Год.постройки","Аварийный","Железобетонные.перекрытия","Смешанные.перекрытия","Деревянные.перекрытия","Иные.перекрытия","Панельные.стены","Блочные.стены","Деревянные.стены","Кирпичные.стены","Монолитные.стены","Смешанные.стены","Школа.1000","ВУЗ.1000","ТЦ.1000","Стоматология.1000","Почта.1000","Поликлиника.1000","Парк.1000","Остановка.1000","Одежда..1000","Супер3кет.1000","Кинотеатр.1000","Кафе.1000","АЗС.1000","Детский.сад.1000","Бар.1000","Банк.1000","Аптека.1000"
"816",2,0,48,4,5,0,2840000,0,0,0,1,0,0,0,0,0,0,0,1983,0,1,0,0,0,0,0,0,1,0,0,7,1,1,7,2,1,0,16,6,1,0,4,4,8,1,4,7
"817",1,0,14,5,5,0,795000,0,0,0,1,0,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,7,2,1,7,2,2,0,17,7,1,0,5,4,9,1,4,8
"818",1,0,25,1,5,0,1350000,0,0,0,1,0,0,1,0,0,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4,1,0,1,4,10,2,0,5,7,5,1,0,3
"819",1,0,31.6,1,5,0,1500000,0,0,0,1,0,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,2,1,1,4,1,0,1,5,10,2,0,5,8,5,1,0,3
"820",1,0,30.7,5,5,0,1650000,0,0,0,1,1,0,0,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,4,1,0,3,2,4,0,11,1,7,0,3,1,9,1,1,11
"821",1,0,32,3,4,0,1730000,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,5,3,2,4,2,4,0,12,4,9,0,6,3,11,1,2,14
"822",1,0,32,3,4,0,1720000,0,0,0,1,1,0,0,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,5,3,2,4,2,4,0,12,4,9,0,6,3,11,1,2,14
"823",2,0,48,5,9,0,2950000,0,0,0,1,0,0,0,0,1,0,1,1993,0,1,0,0,0,0,0,0,1,0,0,5,3,1,4,2,4,0,11,4,8,0,5,3,11,1,2,13
"824",2,0,48,5,9,0,2950000,0,0,0,1,0,0,0,0,1,0,1,1993,0,1,0,0,0,0,0,0,1,0,0,5,3,1,4,2,4,0,11,4,8,0,5,3,11,1,2,13
"825",1,0,31.6,4,5,0,1790000,0,0,0,1,0,0,1,0,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,6,2,2,4,2,4,0,11,4,7,0,5,3,12,1,2,15
"826",3,0,57,8,9,0,2870000,0,0,0,1,0,1,0,1,1,0,1,1969,0,1,0,0,0,1,0,0,0,0,0,6,2,2,6,4,3,0,11,4,9,0,8,4,13,1,6,16
"827",1,0,30.3,2,5,0,1750000,0,0,0,1,0,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,7,2,2,7,4,3,0,14,4,12,0,8,3,16,1,6,16
"828",2,0,42,5,5,0,2150000,0,0,0,1,1,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,8,2,3,6,4,1,0,14,5,9,0,8,3,17,1,8,15
"829",3,0,56,3,5,0,2900000,0,0,0,1,1,0,1,0,0,0,0,1969,0,1,0,0,0,0,0,0,1,0,0,8,2,3,5,3,1,0,15,5,7,0,6,3,15,1,6,12
"830",3,0,56,3,5,0,2800000,0,0,0,1,1,0,1,0,0,0,0,1969,0,1,0,0,0,0,0,0,1,0,0,8,2,3,5,3,1,0,15,5,7,0,6,3,15,1,6,12
"831",1,0,18.5,1,2,0,9e+05,0,0,0,1,0,0,0,0,0,0,0,1955,0,0,0,1,0,0,0,0,1,0,0,6,3,3,7,3,0,0,12,5,6,0,8,4,18,2,8,14
"832",1,0,32,4,9,0,2e+06,0,0,0,1,2,0,1,0,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,7,2,3,6,3,1,0,13,5,6,0,7,3,14,1,7,11
"833",1,0,32,4,9,0,2e+06,0,0,0,1,2,0,1,0,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,7,2,3,6,3,1,0,13,5,6,0,7,3,14,1,7,11
"834",1,0,32,4,9,0,2e+06,0,0,0,1,2,0,1,0,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,7,2,3,6,3,1,0,13,5,6,0,7,3,14,1,7,11
"835",1,0,32,4,9,0,2e+06,0,0,0,1,1,0,1,0,0,0,0,2016,0,1,0,0,0,1,0,0,0,0,0,7,2,3,6,3,1,0,13,5,6,0,7,3,14,1,7,11
"836",1,0,33,4,5,0,1900000,0,0,1,0,1,0,1,0,0,0,0,1967,0,1,0,0,0,0,0,0,1,0,0,7,2,3,6,4,1,0,13,5,6,0,7,3,15,1,8,12
"837",4,0,82,1,9,0,4500000,0,0,0,1,0,0,0,1,1,0,1,1989,0,1,0,0,0,1,0,0,0,0,0,2,5,5,24,3,6,4,26,26,8,0,26,8,15,15,37,25
"838",5,0,113,4,7,1,7100000,0,0,0,1,0,4,0,1,1,0,1,1993,0,1,0,0,0,0,0,0,1,0,0,2,4,7,20,3,5,4,21,55,9,1,28,9,12,14,33,21
"839",3,0,91,8,17,0,5500000,0,0,0,1,3,0,0,0,1,1,1,2013,0,1,0,0,0,0,0,0,0,1,0,3,1,6,35,1,2,4,19,80,7,1,30,2,23,14,26,31
"840",4,0,150,5,10,1,8e+06,0,1,0,0,2,1,0,1,1,0,1,1995,0,1,0,0,0,0,1,0,0,0,0,3,6,7,37,3,3,4,25,39,12,0,30,5,19,22,38,29
"841",4,0,108,5,10,1,6e+06,0,0,1,0,1,0,1,0,1,0,1,1995,0,1,0,0,0,0,1,0,0,0,0,3,6,7,37,3,3,4,25,39,12,0,30,5,19,22,38,29
"842",1,1,18,1,5,0,9e+05,0,0,0,1,0,0,0,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,5,4,1,12,3,3,3,13,24,1,1,13,3,20,8,9,17
"843",3,0,103,23,25,0,6500000,0,0,0,1,2,0,0,1,1,0,1,2016,0,1,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,3,29,2,0,4,0,9,4,3,8
"844",1,0,54.7,10,10,0,3450000,0,0,0,1,1,0,1,0,1,0,1,2007,0,1,0,0,0,0,0,0,1,0,0,3,1,2,27,1,0,0,13,63,10,1,18,1,27,9,18,28
"845",1,0,55,7,10,0,3500000,0,0,0,1,1,0,1,0,1,0,1,2007,0,1,0,0,0,0,0,0,0,1,0,3,1,2,23,1,1,0,14,63,9,1,17,0,27,9,17,26
"846",1,0,18.9,1,5,0,1150000,0,0,0,1,0,0,1,0,0,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,4,1,2,5,1,1,0,5,0,4,0,0,3,10,1,2,5
"847",1,0,12,3,5,0,540000,0,0,0,1,0,0,0,0,0,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,4,1,2,5,1,1,0,5,0,4,0,0,3,10,1,2,5
"848",3,0,55.3,2,5,0,2850000,0,0,0,1,0,0,0,1,0,0,0,1964,0,1,0,0,0,0,0,0,1,0,0,5,22,5,19,5,6,2,18,65,10,1,33,4,14,25,29,23
"849",1,0,40.8,1,9,0,2500000,0,0,0,1,0,1,0,1,1,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,6,40,9,17,4,9,0,18,45,5,1,60,4,10,38,33,18
"850",2,0,48,7,9,1,2850000,0,0,1,0,0,0,0,1,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,6,42,11,14,5,10,1,19,68,6,1,67,4,9,52,40,24
"851",3,0,145,3,17,1,8900000,0,1,0,0,0,1,0,2,1,1,1,2011,0,1,0,0,0,1,0,0,0,0,0,5,42,11,8,5,9,2,19,69,5,1,65,4,9,47,36,20
"852",3,0,74.6,8,17,0,4650000,0,0,0,1,0,1,0,1,1,0,1,2011,0,1,0,0,0,1,0,0,0,0,0,5,42,11,8,5,9,2,19,69,5,1,65,4,9,47,36,20
"853",2,0,48,6,9,0,2950000,0,0,0,1,1,0,1,0,1,0,1,1992,0,1,0,0,0,0,0,0,1,0,0,5,42,10,11,5,8,2,21,72,4,2,63,4,9,45,36,17
"854",2,0,48,6,9,0,2940000,0,0,0,1,0,1,1,0,1,0,1,1992,0,1,0,0,0,0,0,0,1,0,0,5,42,10,11,5,8,2,21,72,4,2,63,4,9,45,36,17
"855",1,0,20,2,2,0,8e+05,0,0,0,1,0,0,0,0,0,0,0,1954,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,2,0,4,0,0,0,0,2,1,0,0,0
"856",4,0,60,5,5,0,3150000,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,2,7,0,2,1,3,4,8,1,1,0,2,1,3,0,2,2
"857",2,0,42.3,6,9,1,2700000,0,0,0,1,0,1,0,1,1,0,1,1981,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,3,1,6,1,1,0,2,0,3,0,0,2
"858",1,0,18,4,5,0,1150000,0,0,0,1,0,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,3,4,6,1,1,0,1,1,3,0,1,2
"859",4,0,80,6,9,0,3800000,0,0,0,1,1,0,0,0,1,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,6,9,2,14,2,3,0,8,17,5,0,8,8,13,2,10,13
"860",3,0,69,3,10,0,3900000,0,0,0,1,0,2,0,1,4,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,11,11,1,14,3,3,1,11,16,7,0,5,6,19,3,11,15
"861",2,0,54,4,10,0,3500000,0,0,1,0,1,0,0,1,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,11,11,1,14,3,3,1,11,16,7,0,5,6,19,3,11,15
"862",4,0,90,2,5,0,4950000,0,0,1,0,0,0,0,1,0,0,0,1937,0,0,0,1,0,0,0,0,1,0,0,9,14,1,17,2,4,3,10,26,6,0,8,3,22,4,11,22
"863",1,0,46,5,24,1,2730000,0,0,0,1,1,0,1,0,2,2,1,2016,0,1,0,0,0,0,0,0,1,0,0,12,14,1,14,6,2,2,9,26,5,0,10,1,24,6,15,27
"864",3,0,59.9,5,5,1,2750000,0,0,0,1,1,0,0,1,0,0,0,1976,0,1,0,0,0,1,0,0,0,0,0,13,14,1,14,4,3,3,9,24,6,0,10,0,23,4,13,23
"865",1,0,32.5,2,5,0,1800000,0,0,0,1,0,0,1,0,0,0,0,1960,0,1,0,0,0,0,0,0,1,0,0,12,15,1,11,5,2,2,9,23,5,0,10,1,21,4,13,25
"866",3,0,49,4,5,0,2900000,0,0,0,1,1,0,0,1,0,0,0,1972,0,1,0,0,0,1,0,0,0,0,0,13,15,1,10,5,2,2,8,24,5,0,9,1,20,4,13,27
"867",4,0,60,1,5,0,2700000,0,0,0,1,0,0,0,1,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,10,14,0,9,4,1,3,9,13,5,0,7,1,22,4,13,23
"868",1,0,45,2,2,0,2e+06,0,1,0,0,0,0,1,0,0,0,0,1948,0,0,0,1,0,0,0,0,0,0,1,10,14,1,15,4,3,3,8,24,7,0,9,2,24,4,13,22
"869",1,1,20,2,5,0,970000,0,0,0,1,0,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,8,6,1,6,3,4,3,9,15,4,0,8,1,21,5,10,26
"870",1,0,31,1,5,0,1990000,0,0,1,0,0,0,0,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,8,6,1,9,3,4,2,11,17,4,0,9,1,23,5,10,27
"871",2,0,45,2,5,0,2300000,0,0,0,1,1,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,8,6,1,8,3,4,1,9,16,6,0,9,1,22,5,10,27
"872",4,0,82,5,10,0,5e+06,0,0,0,1,1,0,0,1,1,0,0,2015,0,1,0,0,0,0,0,0,1,0,0,1,19,0,4,1,2,0,3,0,5,0,4,1,10,1,1,4
"873",2,0,42.2,3,5,0,2260000,0,0,0,1,1,0,0,1,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,2,19,0,3,1,1,1,4,0,4,0,4,1,12,1,1,5
"874",1,0,32,4,5,0,1900000,0,0,0,1,0,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,2,19,0,3,1,1,1,4,0,4,0,4,1,12,1,1,5
"875",2,0,43,3,5,0,2110000,0,0,0,1,1,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,2,19,0,3,1,1,1,4,0,4,0,4,1,12,1,1,5
"876",1,0,50,10,16,1,2990000,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,1,0,3,0,4,0,3,1,8,1,1,4
"877",1,0,50,10,16,0,3e+06,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,1,0,3,0,4,0,3,1,8,1,1,4
"878",1,0,22,1,16,0,1250000,0,0,0,1,1,0,0,1,0,0,0,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,3,0,4,0,3,1,8,1,1,4
"879",1,0,17.6,1,16,0,1100000,0,0,0,1,0,0,1,0,0,0,0,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,3,0,4,0,3,1,8,1,1,4
"880",4,0,140,2,16,0,7990000,0,0,1,0,1,1,0,1,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,3,0,4,0,3,1,8,1,1,4
"881",2,0,78.5,4,16,0,4550000,0,0,1,0,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,3,0,4,0,3,1,8,1,1,4
"882",1,1,30,1,16,1,1550000,0,0,0,1,0,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,4,0,4,0,3,1,8,1,1,4
"883",3,0,145,6,16,1,9e+06,0,0,1,0,1,0,1,1,1,1,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,0,4,0,4,0,3,1,8,1,1,4
"884",1,0,30,2,5,0,1790000,0,0,0,1,0,0,0,1,0,0,0,1978,0,1,0,0,0,0,0,0,1,0,0,4,6,0,7,1,0,1,13,3,4,0,5,0,15,5,3,12
"885",3,0,56,1,5,0,2900000,0,0,0,1,0,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,5,2,0,9,2,1,1,12,4,6,0,5,2,16,5,3,13
"886",3,0,56,1,5,0,2800000,0,0,0,1,0,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,5,2,0,9,2,1,1,12,4,6,0,5,2,16,5,3,13
"887",2,0,43,4,5,0,2790000,0,0,0,1,1,0,0,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,5,2,0,9,2,1,1,12,4,6,0,5,2,16,5,3,13
"888",1,0,49,7,17,1,3050000,0,1,0,0,1,0,1,0,1,1,1,2007,0,1,0,0,0,0,0,0,1,0,0,1,8,0,3,0,3,1,4,0,2,0,1,1,4,0,1,1
"889",1,0,52,2,24,1,3270000,0,0,0,1,1,1,1,0,1,0,1,2014,0,1,0,0,0,0,0,0,1,0,0,4,20,0,4,3,2,1,5,0,5,0,3,1,13,3,2,7
"890",2,0,84,2,16,0,4990000,0,0,1,0,3,0,0,2,0,0,1,2014,0,1,0,0,0,0,0,0,1,0,0,4,19,0,3,3,2,1,6,0,5,0,3,1,12,3,2,8
"891",3,0,111,5,15,0,6700000,0,0,0,1,1,0,0,1,1,0,1,2015,0,1,0,0,0,0,0,0,1,0,0,4,3,0,12,3,2,2,21,10,8,0,8,2,18,6,8,20
"892",4,0,167.5,7,9,1,10500000,0,0,1,0,3,3,0,2,1,0,0,2003,0,1,0,0,0,0,0,0,1,0,0,5,4,4,17,3,3,3,26,56,10,1,24,2,15,7,14,20
"893",4,0,132,7,9,0,7999000,0,0,1,0,1,2,1,1,1,0,1,2003,0,1,0,0,0,0,0,0,1,0,0,5,4,4,17,3,3,3,26,56,10,1,24,2,15,7,14,20
"894",3,0,132,6,9,0,7999000,0,1,0,0,0,3,1,1,1,0,1,2003,0,1,0,0,0,0,0,0,1,0,0,5,4,4,17,3,3,3,26,56,10,1,24,2,15,7,14,20
"895",1,0,31,5,5,0,1800000,0,0,0,1,0,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,1,19,0,3,1,1,1,4,0,5,0,4,1,11,1,1,5
"896",1,0,30.5,1,2,0,1700000,0,0,1,0,0,0,1,0,0,0,0,1944,0,0,0,1,0,0,1,0,0,0,0,5,5,2,6,4,2,1,10,2,3,0,4,3,12,2,6,8
"897",2,0,46,3,5,0,2350000,0,0,0,1,1,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,8,5,2,7,3,1,1,11,2,3,0,7,3,13,2,7,18
"898",1,1,36.6,9,9,0,1900000,0,0,0,1,0,0,1,0,1,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,11,4,2,6,4,2,1,14,4,3,0,9,1,22,3,7,25
"899",3,0,112.5,6,10,0,4800000,0,0,0,1,3,0,1,1,1,0,1,2015,0,1,0,0,0,0,0,0,1,0,0,11,4,2,6,4,1,2,15,4,4,0,8,1,21,3,7,23
"900",2,0,42,9,9,0,2399000,0,0,0,1,0,1,0,1,1,0,1,1975,0,1,0,0,0,1,0,0,0,0,0,12,4,1,7,4,1,2,12,6,5,0,9,0,22,5,9,22
"901",3,0,64,3,5,0,3100000,0,0,0,1,1,0,0,1,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,13,4,1,5,6,2,2,13,5,4,0,7,1,19,5,9,22
"902",2,0,48.3,2,14,0,2950000,0,0,1,0,0,0,1,0,1,0,1,1984,0,1,0,0,0,0,0,0,1,0,0,12,4,1,5,5,1,2,11,5,4,0,8,1,23,5,10,23
"903",2,0,44.5,3,5,0,2500000,0,0,0,1,1,0,0,1,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,13,6,1,6,4,1,2,12,7,7,0,8,0,24,5,11,23
"904",3,0,61.2,5,5,0,2750000,0,0,0,1,1,0,0,1,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,13,6,1,6,4,1,2,12,7,7,0,8,0,24,5,11,23
"905",3,0,61.2,5,5,0,2750000,0,0,0,1,1,0,0,1,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,13,6,1,6,4,1,2,12,7,7,0,8,0,24,5,11,23
"906",2,0,45.8,3,5,0,2430000,0,0,0,1,1,0,1,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,8,4,1,7,3,3,0,16,11,3,1,12,4,14,2,14,13
"907",1,0,40.6,1,10,0,2e+06,0,0,0,1,0,0,0,1,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,5,2,1,4,1,2,0,14,6,0,0,5,4,6,0,4,6
"908",1,1,14,5,5,0,9e+05,0,0,0,1,0,0,1,0,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,7,2,1,5,2,2,0,16,8,1,0,5,4,9,1,4,8
"909",3,0,63,10,14,0,3500000,0,0,0,1,1,0,0,1,1,1,1,1980,0,1,0,0,0,1,0,0,0,0,0,7,4,1,7,2,4,1,13,11,4,1,12,4,16,2,14,12
"910",1,0,23,2,5,0,1480000,0,0,0,1,0,0,1,0,1,0,0,2013,0,1,0,0,0,0,0,0,1,0,0,4,2,0,4,1,0,0,13,1,0,0,5,3,5,0,2,2
"911",1,0,38,3,5,0,2150000,0,0,1,0,0,0,1,0,1,0,0,2013,0,1,0,0,0,0,0,0,1,0,0,4,2,0,4,1,0,0,13,1,0,0,5,3,5,0,2,2
"912",3,0,64.4,5,5,0,3800000,0,0,0,1,0,1,0,1,0,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,6,3,1,7,2,4,1,12,11,4,1,10,3,14,2,14,13
"913",1,0,40.5,8,10,0,2550000,0,0,0,1,1,0,1,0,1,0,1,2008,0,1,0,0,0,1,0,0,0,0,0,2,1,6,23,1,1,1,15,54,4,1,29,6,16,13,15,20
"914",1,0,48.6,11,27,0,3e+06,0,0,0,1,0,1,0,0,1,0,1,2013,0,1,0,0,0,0,0,0,1,0,0,4,1,5,32,2,0,2,15,64,8,1,23,2,21,14,21,27
"915",3,0,90,10,24,1,4900000,0,0,0,1,2,0,0,2,2,2,1,2018,0,0,0,0,1,0,0,0,1,0,0,2,1,6,22,1,0,2,14,76,3,1,30,3,15,10,18,18
"916",2,0,73,3,25,0,4300000,0,0,0,1,0,1,1,0,0,0,1,2018,0,0,0,0,1,0,0,0,1,0,0,2,1,6,22,1,0,2,14,76,3,1,30,3,15,10,18,18
"917",1,0,55.7,20,22,0,3450000,0,0,0,1,1,0,1,0,1,1,0,2018,0,0,0,0,1,0,0,0,1,0,0,2,1,6,22,1,0,2,14,76,3,1,30,3,15,10,18,18
"918",1,0,53.02,18,24,0,3340000,0,0,0,1,1,0,1,0,0,0,0,2018,0,0,0,0,1,0,0,0,1,0,0,2,1,6,22,1,0,2,14,76,3,1,30,3,15,10,18,18
"919",1,0,42,5,10,0,2340000,0,0,0,1,0,0,0,0,0,0,0,2012,0,1,0,0,0,1,0,0,0,0,0,3,0,0,25,1,1,0,9,9,10,0,4,1,25,6,13,23
"920",2,0,52.8,2,10,0,2500000,0,0,0,1,1,0,0,1,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"921",2,0,53,10,10,0,2460000,0,0,0,1,0,1,0,2,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"922",3,0,65,6,10,0,2870000,0,0,0,1,0,1,0,1,1,0,1,2005,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"923",3,0,70,6,10,0,2870000,0,0,0,1,0,1,0,1,1,0,1,2005,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"924",4,0,74,1,5,1,3400000,0,0,0,1,0,1,0,1,0,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"925",2,0,51,4,5,0,2450000,0,0,0,1,0,1,0,1,0,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"926",4,0,85,5,5,0,3300000,0,0,0,1,0,1,0,1,0,0,1,1990,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"927",4,0,85,5,5,0,3290000,0,0,0,1,0,1,0,1,0,0,1,1990,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"928",2,0,50,1,5,0,2700000,0,0,1,0,0,0,0,0,0,0,0,1993,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"929",2,0,54,10,10,0,2410000,0,0,0,1,1,0,0,1,0,0,0,2015,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"930",1,0,41,10,10,0,1800000,0,0,0,1,1,0,0,1,1,0,1,2015,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"931",1,0,34,5,5,0,1730000,0,0,0,1,1,0,1,0,0,0,1,1990,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,6,0,0,0,2,1,4,0,1,4
"932",1,0,41,6,10,0,2050000,0,0,0,1,1,0,0,1,1,0,1,2015,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4
"933",2,0,49,3,5,0,2500000,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,7,2,2,7,3,3,0,13,11,3,0,9,2,15,2,14,15
"934",1,0,30.2,4,9,1,1850000,0,0,0,1,0,0,1,0,1,0,1,1975,0,1,0,0,0,0,0,0,1,0,0,6,2,2,8,2,2,0,12,10,4,0,7,3,18,2,12,14
"935",2,0,46,6,9,0,2700000,0,0,0,1,1,0,1,0,1,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,6,2,2,8,2,2,1,13,10,6,0,5,2,17,2,10,14
"936",2,0,46,6,9,0,2670000,0,0,1,0,1,0,1,0,1,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,6,2,2,8,2,2,1,13,10,6,0,5,2,17,2,10,14
"937",2,0,46,7,9,0,2200000,0,1,0,0,0,0,0,1,1,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,6,2,2,8,2,2,1,13,10,6,0,5,2,17,2,10,14
"938",3,0,60,1,5,0,2700000,0,0,0,1,0,0,0,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,9,2,2,7,2,3,0,16,11,3,0,8,3,15,2,13,15
"939",2,0,42,1,5,0,2500000,0,0,0,1,0,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,9,2,2,7,2,3,0,17,10,3,0,8,3,16,2,13,14
"940",2,0,48,5,5,0,2700000,0,0,1,0,1,0,1,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,9,2,2,7,2,3,0,15,11,3,0,8,3,15,2,13,15
"941",1,0,31,1,5,0,1680000,0,0,0,1,0,0,1,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,7,2,2,8,2,3,0,14,10,4,0,8,2,17,2,12,16
"942",2,0,45,5,5,0,2210000,0,0,0,1,1,0,1,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,7,2,2,8,2,2,0,17,10,4,0,6,2,18,2,12,15
"943",3,0,58.2,1,5,1,2950000,0,0,0,1,0,0,1,0,0,0,0,1965,0,1,0,0,0,1,0,0,0,0,0,6,4,1,6,3,4,0,12,10,4,1,11,3,12,2,14,13
"944",4,0,98,1,9,0,5450000,0,0,0,1,2,2,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,6,2,2,8,2,3,0,13,10,4,0,8,2,17,2,12,16
"945",2,0,54,8,9,0,3350000,0,0,0,1,1,0,0,1,0,0,0,1988,0,1,0,0,0,1,0,0,0,0,0,6,2,2,8,2,3,0,13,10,4,0,8,2,17,2,12,16
"946",2,0,61,5,16,0,2800000,0,0,0,1,1,0,0,0,1,0,1,2017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,1,4,2,1,0,0
"947",1,0,41,8,16,0,2600000,0,0,0,1,1,0,0,1,1,0,1,2017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,1,4,2,1,0,0
"948",1,1,26.5,16,16,0,1650000,0,0,0,1,1,0,1,0,1,1,1,2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,3,0,1,0,1,4,2,1,0,0
"949",2,0,43,1,5,0,2300000,0,0,0,1,0,0,1,0,0,0,0,1966,0,1,0,0,0,0,0,0,1,0,0,6,4,4,16,3,3,3,26,56,10,1,24,2,19,9,14,20
"950",3,0,85,15,16,0,5500000,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,2,4,3,4,1,0,1,7,23,1,1,17,1,6,3,8,7
